isie_code,governorate_ar,delegation_ar,governorate_name,delegation_name,id_delegation,id_delegation_salb_un,region_name,lat,lon,stations,match_method,match_score,match_margin,corroboration
0806,بنزرت,جرزونة,Bizerte,Zarzouna,1752,TUN004014,Nord Est,37.260509,9.883146,20,skeleton,0.8000,0.1333,1.0000
0807,بنزرت,جومين,Bizerte,Djoumine,1755,TUN004003,Nord Est,36.9025940335644,9.39292158069395,32,skeleton,1.0000,0.4286,1.0000
0808,بنزرت,رأس الجبل,Bizerte,Ras Djebel,1764,TUN004010,Nord Est,37.2138188560926,10.1229797132325,51,skeleton,1.0000,0.5000,1.0000
0809,بنزرت,سجنان,Bizerte,Sedjnane,1754,TUN004011,Nord Est,37.1450805698451,9.27813662145779,40,skeleton,1.0000,0.4286,1.0000
0810,بنزرت,غار الملح,Bizerte,Ghar El Meleh,1761,TUN004005,Nord Est,37.1686613710601,10.1065478519741,18,skeleton,1.0000,0.5000,1.0000
0811,بنزرت,غزالة,Bizerte,Ghezala,1757,TUN004006,Nord Est,37.0948156100927,9.47805853098823,29,skeleton,1.0000,0.5000,1.0000
0812,بنزرت,ماطر,Bizerte,Mateur,1756,TUN004007,Nord Est,36.9995851555162,9.65308531918204,40,skeleton,1.0000,0.6000,1.0000
0813,بنزرت,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,TUN004008,Nord Est,37.1196590969795,9.82774454109103,47,skeleton,1.0000,0.5000,1.0000
0814,بنزرت,منزل جميل,Bizerte,Menzel Djemil,1762,TUN004009,Nord Est,37.2231927857318,9.94151797287201,40,skeleton,1.0000,0.5000,1.0000
0901,باجة,باجة الجنوبية,Béja,Béja Sud,2152,TUN002003,Nord Ouest,36.6592037289898,9.18836818165774,31,skeleton,1.0000,0.6000,0.4000
0902,باجة,باجة الشمالية,Béja,Béja Nord,2151,TUN002002,Nord Ouest,36.814992293504,9.23498904951026,62,skeleton,1.0000,0.6000,1.0000
0903,باجة,تبرسق,Béja,Teboursouk,2155,TUN002007,Nord Ouest,36.4769898155151,9.24291840218999,24,skeleton,0.8333,0.0833,
0904,باجة,تستور,Béja,Testour,2157,TUN002008,Nord Ouest,36.599385255599,9.43020761456381,36,skeleton,1.0000,0.5000,1.0000
0905,باجة,تيبار,Béja,Tibar,2156,TUN002009,Nord Ouest,36.5089953145578,9.0987942610342,10,skeleton,1.0000,0.4000,1.0000
0906,باجة,عمدون,Béja,Amdoun,2153,TUN002001,Nord Ouest,36.8091285854012,9.04218570597474,23,skeleton,1.0000,0.7143,1.0000
0907,باجة,قبلاط,Béja,Goubellat,2158,TUN002004,Nord Ouest,36.542147133069,9.68273141077095,17,skeleton,0.8889,0.6032,1.0000
0908,باجة,مجاز الباب,Béja,Medjez El Bab,2159,TUN002005,Nord Ouest,36.7117819796158,9.60993648587297,39,skeleton,1.0000,0.7143,1.0000
0909,باجة,نفزة,Béja,Nefza,2154,TUN002006,Nord Ouest,36.9937020601793,9.07208160690294,47,skeleton,1.0000,0.7143,1.0000
2201,قابس,الحامة,Gabès,El Hamma,5157,TUN005001,Sud Est,33.8813378182067,9.58567887057177,40,skeleton,1.0000,0.6000,1.0000
2202,قابس,الحامة الغربية,Gabès,,,,,,,18,no_ins_counterpart,0.5714,0.0714,
2203,قابس,المطوية,Gabès,El Metouia,5155,TUN005002,Sud Est,33.9560269878564,10.0122894741686,14,skeleton,1.0000,0.3333,1.0000
2204,قابس,دخيلة توجان,Gabès,,,,,,,14,no_ins_counterpart,0.4000,0.2000,
2205,قابس,غنوش,Gabès,Ghanouch,5154,TUN005006,Sud Est,33.9401780685988,10.0648134203489,22,skeleton,1.0000,0.7143,1.0000
2206,قابس,قابس الجنوبية,Gabès,Gabes Sud,5153,TUN005005,Sud Est,33.8589195821444,10.1064074271325,56,skeleton,1.0000,0.6364,1.0000
2207,قابس,قابس الغربية,Gabès,Gabes Ouest,5152,TUN005004,Sud Est,33.8702215061939,10.0568906169236,25,skeleton,1.0000,0.7778,0.5000
2208,قابس,قابس المدينة,Gabès,Gabes Medina,5151,TUN005003,Sud Est,33.8875234274412,10.1032328008592,37,skeleton,1.0000,0.7500,1.0000
2209,قابس,مارث,Gabès,Mareth,5160,TUN005007,Sud Est,33.617672491373,10.2861175396115,51,skeleton,1.0000,0.3333,1.0000
2210,قابس,مطماطة,Gabès,Matmata,5158,TUN005008,Sud Est,33.5455600401675,9.96719527350555,11,skeleton,1.0000,0.4286,1.0000
2211,قابس,مطماطة الجديدة,Gabès,Nouvelle Matmata,5159,TUN005010,Sud Est,33.6657067932404,10.0168427649968,17,skeleton,1.0000,0.2000,1.0000
2212,قابس,منزل الحبيب,Gabès,Menzel El Habib,5156,TUN005009,Sud Est,34.2309658366758,9.59639866994838,20,skeleton,1.0000,0.7500,1.0000
2213,قابس,وذرف,Gabès,,,,,,,12,no_ins_counterpart,0.2857,0.0000,
1501,قفصة,الرديف,Gafsa,Redeyef,6156,TUN006009,Sud Ouest,34.3858513510541,8.16126276636633,25,skeleton,1.0000,0.6667,1.0000
1502,قفصة,السند,Gafsa,Sned,6161,TUN006011,Sud Ouest,34.5402833477776,9.25170183749588,24,skeleton,1.0000,0.3333,1.0000
1503,قفصة,القصر,Gafsa,El Ksar,6153,TUN006003,Sud Ouest,34.3976693604941,8.80438293020938,30,skeleton,1.0000,0.3333,
1504,قفصة,القطار,Gafsa,El Guetar,6159,TUN006002,Sud Ouest,34.3396437943929,8.94915817872046,18,skeleton,1.0000,0.3333,1.0000
1505,قفصة,المتلوي,Gafsa,Metlaoui,6157,TUN006007,Sud Ouest,34.3159206016337,8.40179014994731,33,skeleton,1.0000,0.4286,1.0000
1506,قفصة,المظيلة,Gafsa,Mdhila,6158,TUN006006,Sud Ouest,34.2914600510678,8.75320846111811,14,skeleton,0.6667,0.0952,1.0000
1507,قفصة,ام العرائس,Gafsa,Oum El Araies,6155,TUN006008,Sud Ouest,34.4879886226931,8.27472099298367,27,skeleton,0.8571,0.5238,0.7500
1508,قفصة,بلخير,Gafsa,Belkhir,6160,TUN006001,Sud Ouest,34.2742498616834,9.39138593556397,20,skeleton,1.0000,0.4286,1.0000
1509,قفصة,زانوش,Gafsa,,,,,,,15,no_ins_counterpart,0.2857,0.0000,
1510,قفصة,سيدي بوبكر,Gafsa,,,,,,,7,no_ins_counterpart,0.5455,0.1455,
1511,قفصة,سيدي عيش,Gafsa,Sidi Aïch,6152,TUN006010,Sud Ouest,34.7312899158882,8.78307693790702,14,skeleton,1.0000,0.3333,1.0000
1512,قفصة,قفصة الجنوبية,Gafsa,Gafsa Sud,6154,TUN006005,Sud Ouest,34.423584,8.783704,85,skeleton,1.0000,0.6000,1.0000
1513,قفصة,قفصة الشمالية,Gafsa,Gafsa Nord,6151,TUN006004,Sud Ouest,34.423584,8.783704,15,skeleton,1.0000,0.5556,1.0000
0501,جندوبة,بلطة بوعوان,Jendouba,Balta - Bou Aouane,2259,TUN007002,Nord Ouest,36.7055192852152,8.91957778067778,33,skeleton,1.0000,0.6000,0.6667
0502,جندوبة,بوسالم,Jendouba,Bou Salem,2253,TUN007003,Nord Ouest,36.5713636495591,8.9808553983091,35,skeleton,1.0000,0.6000,1.0000
0503,جندوبة,جندوبة,Jendouba,Jendouba,2251,TUN007006,Nord Ouest,36.4722865313434,8.82491652622694,65,skeleton,1.0000,0.6000,1.0000
0504,جندوبة,جندوبة الشمالية,Jendouba,Jendouba Nord,2252,TUN007007,Nord Ouest,36.5455150366183,8.71131928945965,39,skeleton,1.0000,0.2308,1.0000
0505,جندوبة,طبرقة,Jendouba,Tabarka,2254,TUN007009,Nord Ouest,36.9159513053485,8.83709870499338,47,skeleton,1.0000,0.6000,
0506,جندوبة,عين دراهم,Jendouba,Ain Draham,2255,TUN007001,Nord Ouest,36.7866721383357,8.70348168022516,41,skeleton,1.0000,0.6000,1.0000
0507,جندوبة,غار الدماء,Jendouba,Ghardimaou,2257,TUN007005,Nord Ouest,36.4950481753192,8.38123439375703,62,skeleton,0.8889,0.4444,1.0000
0508,جندوبة,فرنانة,Jendouba,Fernana,2256,TUN007004,Nord Ouest,36.6572414178278,8.64848983590162,49,skeleton,1.0000,0.7143,1.0000
0509,جندوبة,وادي مليز,Jendouba,Oued Meliz,2258,TUN007008,Nord Ouest,36.4719113292821,8.57535177365262,18,skeleton,1.0000,0.6000,1.0000
1201,القيروان,السبيخة,Kairouan,Sbikha,4154,TUN008011,Centre Ouest,35.93,10.02,39,skeleton,1.0000,0.3333,1.0000
1202,القيروان,الشبيكة,Kairouan,Echebika,4153,TUN008002,Centre Ouest,35.616127822576,9.92747542606157,26,skeleton,1.0000,0.3333,1.0000
1203,القيروان,الشراردة,Kairouan,Echrarda,4160,TUN008003,Centre Ouest,35.1188551886538,10.0338221341062,27,skeleton,1.0000,0.6667,1.0000
1204,القيروان,العلا,Kairouan,El Alaa,4157,TUN008004,Centre Ouest,35.6145,9.562569,31,skeleton,1.0000,0.6000,0.6667
1205,القيروان,القيروان الجنوبية,Kairouan,Kairouan Sud,4152,TUN008009,Centre Ouest,35.6720318599924,10.1047015548351,37,skeleton,1.0000,0.6923,1.0000
1206,القيروان,القيروان الشمالية,Kairouan,Kairouan Nord,4151,TUN008008,Centre Ouest,35.6807244685802,10.0968458010199,29,skeleton,1.0000,0.6364,0.7500
1207,القيروان,الوسلاتية,Kairouan,El Ouslatia,4155,TUN008005,Centre Ouest,35.8940991378827,9.67835694021294,26,skeleton,1.0000,0.5556,1.0000
1208,القيروان,بوحجلة,Kairouan,Bouhajla,4161,TUN008001,Centre Ouest,35.3964359285718,10.0498948750714,44,skeleton,1.0000,0.5556,1.0000
1209,القيروان,حاجب العيون,Kairouan,Hajeb el Ayoun,4158,TUN008007,Centre Ouest,35.395277810186,9.54314348412546,39,skeleton,1.0000,0.5556,1.0000
1210,القيروان,حفوز,Kairouan,Haffouz,4156,TUN008006,Centre Ouest,35.635099884877,9.67593336970749,26,skeleton,1.0000,0.5556,1.0000
1211,القيروان,عين جلولة,Kairouan,,,,,,,8,no_ins_counterpart,0.4000,0.0000,
1212,القيروان,منزل المهيري,Kairouan,,,,,,,13,no_ins_counterpart,0.5000,0.2500,
1213,القيروان,نصر اللّه,Kairouan,Nasrallah,4159,TUN008010,Centre Ouest,35.3529520476806,9.82741990551225,20,skeleton,1.0000,0.5556,
1301,القصرين,الزهور,Kasserine,Ezzouhour,4253,TUN009003,Centre Ouest,35.160169053947,8.83025618401427,22,skeleton,0.8889,0.3175,
1302,القصرين,العيون,Kasserine,El Ayoun,4258,TUN009002,Centre Ouest,35.5401319110736,8.88362209657525,22,skeleton,1.0000,0.3333,1.0000
1303,القصرين,القصرين الجنوبية,Kasserine,Kasserine Sud,4252,TUN009009,Centre Ouest,35.1683171001446,8.83404495635763,18,skeleton,1.0000,0.6000,1.0000
1304,القصرين,القصرين الشمالية,Kasserine,Kasserine Nord,4251,TUN009008,Centre Ouest,35.1683171001446,8.83404495635763,56,skeleton,1.0000,0.6000,1.0000
1305,القصرين,تالة,Kasserine,Thala,4259,TUN009013,Centre Ouest,35.5760171212557,8.66937507503892,35,skeleton,1.0000,0.3333,1.0000
1306,القصرين,جدليان,Kasserine,Djedeliane,4257,TUN009001,Centre Ouest,35.592468285994,9.05616064831231,17,skeleton,1.0000,0.6364,1.0000
1307,القصرين,حاسي الفريد,Kasserine,Hassi Ferid,4254,TUN009006,Centre Ouest,34.9772961325227,8.95026900385292,25,skeleton,1.0000,0.5000,1.0000
1308,القصرين,حيدرة,Kasserine,Hidra,4260,TUN009007,Centre Ouest,35.5647630493888,8.44586295831079,12,skeleton,1.0000,0.5000,1.0000
1309,القصرين,سبيبة,Kasserine,Sbiba,4256,TUN009012,Centre Ouest,35.5466484482888,9.07329487934262,44,skeleton,1.0000,0.3333,1.0000
1310,القصرين,سبيطلة,Kasserine,Sbeitla,4255,TUN009011,Centre Ouest,35.2302236888792,9.13114861987195,75,skeleton,1.0000,0.3333,1.0000
1311,القصرين,فريانة,Kasserine,Feriana,4262,TUN009004,Centre Ouest,34.94677951974,8.56666793720349,55,skeleton,1.0000,0.4286,1.0000
1312,القصرين,فوسانة,Kasserine,Foussana,4261,TUN009005,Centre Ouest,35.3493439988796,8.62518333069346,44,skeleton,1.0000,0.3333,1.0000
1313,القصرين,ماجل بلعباس,Kasserine,Majel Bel Abbes,4263,TUN009010,Centre Ouest,34.749616,8.522902,29,skeleton,1.0000,0.6364,0.6667
0601,الكاف,الجريصة,Kef,Djerissa,2358,TUN011002,Nord Ouest,35.8296184822369,8.64243172403363,14,skeleton,1.0000,0.3333,1.0000
0602,الكاف,الدهماني,Kef,Dahmani,2360,TUN011001,Nord Ouest,35.945666660396,8.83127513460379,33,skeleton,1.0000,0.7143,1.0000
0603,الكاف,السرس,Kef,Es-Sers,2361,TUN011004,Nord Ouest,36.0755869058964,9.02389692700614,23,skeleton,1.0000,0.3333,
0604,الكاف,الطويرف,Kef,,,,,,,10,no_ins_counterpart,0.5000,0.0000,
0605,الكاف,القصور,Kef,El Ksour,2359,TUN011003,Nord Ouest,35.8941944479448,8.8857651300114,20,skeleton,1.0000,0.4286,1.0000
0606,الكاف,القلعة الخصباء,Kef,Kalaat Khasbah,2357,TUN011005,Nord Ouest,35.6582222939186,8.58708982673364,8,skeleton,0.8333,0.2333,0.9231
0607,الكاف,الكاف الشرقية,Kef,Kef Est,2352,TUN011007,Nord Ouest,36.189766166447,8.87051731620722,39,skeleton,1.0000,0.5556,1.0000
0608,الكاف,الكاف الغربية,Kef,Kef Ouest,2351,TUN011008,Nord Ouest,36.1563436807945,8.62691641238238,27,skeleton,1.0000,0.5556,1.0000
0609,الكاف,تاجروين,Kef,Tajerouine,2355,TUN011011,Nord Ouest,35.8914484866869,8.55357392359722,34,skeleton,1.0000,0.5000,1.0000
0610,الكاف,ساقية سيدي يوسف,Kef,Sakiet Sidi Youssef,2354,TUN011010,Nord Ouest,36.1874379706079,8.43872655337175,23,skeleton,0.9333,0.3879,1.0000
0611,الكاف,قلعة سنان,Kef,Kalaat Snan,2356,TUN011006,Nord Ouest,35.7684772886976,8.34177941609828,22,skeleton,0.8889,0.3434,1.0000
0612,الكاف,نبر,Kef,Nebeur,2353,TUN011009,Nord Ouest,36.3344162224382,8.76061476074858,23,skeleton,1.0000,0.6667,
1701,قبلي,الفوار,Kébili,Faouar,6356,TUN010002,Sud Ouest,33.3564724802474,8.67252583060178,15,skeleton,1.0000,0.7500,1.0000
1702,قبلي,دوز الجنوبية,Kébili,Douz Sud,6355,TUN010007,Sud Ouest,33.461435,9.029471,16,skeleton,1.0000,0.8000,1.0000
1703,قبلي,دوز الشمالية,Kébili,Douz Nord,6354,TUN010006,Sud Ouest,33.461435,9.029471,26,skeleton,1.0000,0.7778,1.0000
1704,قبلي,رجيم معتوق,Kébili,,,,,,,6,no_ins_counterpart,0.3636,0.1414,
1705,قبلي,سوق الأحد,Kébili,Souk El Ahed,6353,TUN010005,Sud Ouest,33.7785152960619,8.84576523135427,32,skeleton,1.0000,0.7500,0.9091
1706,قبلي,قبلي الجنوبية,Kébili,Kebili Sud,6351,TUN010004,Sud Ouest,33.7035095606169,8.97291251141334,28,skeleton,1.0000,0.8000,1.0000
1707,قبلي,قبلي الشمالية,Kébili,Kebeli Nord,6352,TUN010003,Sud Ouest,33.7035095606169,8.97291251141334,29,skeleton,1.0000,0.8182,1.0000
1906,المهدية,أولاد الشامخ,Mahdia,Ouled Chamekh,3353,TUN012010,Centre Est,35.491272,10.316639,23,skeleton,1.0000,0.4545,1.0000
1901,المهدية,البرادعة,Mahdia,,,,,,,16,no_ins_counterpart,0.6667,0.0000,
1902,المهدية,الجم,Mahdia,El Djem,3357,TUN012004,Centre Est,35.2956415003264,10.7077205608598,40,skeleton,1.0000,0.6000,0.4000
1903,المهدية,السواسي,Mahdia,Essouassi,3356,TUN012005,Centre Est,35.3445907082418,10.548874442082,48,skeleton,1.0000,0.3333,1.0000
1904,المهدية,الشابة,Mahdia,Chebba,3358,TUN012012,Centre Est,35.23369,11.110785,26,skeleton,1.0000,0.3333,1.0000
1905,المهدية,المهدية,Mahdia,Mahdia,3351,TUN012008,Centre Est,35.5035988070227,11.0594215946407,59,skeleton,1.0000,0.5556,1.0000
1907,المهدية,بومرداس,Mahdia,Bou Merdes,3352,TUN012001,Centre Est,35.457134,10.728938,28,skeleton,1.0000,0.5000,1.0000
1908,المهدية,رجيش,Mahdia,,,,,,,10,no_ins_counterpart,0.4000,0.0000,
1909,المهدية,سيدي علوان,Mahdia,Sidi Alouane,3360,TUN012011,Centre Est,35.3758359645587,10.9373058006469,36,skeleton,1.0000,0.5000,1.0000
1910,المهدية,شربان,Mahdia,Chorbane,3354,TUN012003,Centre Est,35.2870187770175,10.3873980528401,26,skeleton,1.0000,0.3333,1.0000
1911,المهدية,قصور الساف,Mahdia,Ksour Essef,3361,TUN012007,Centre Est,35.4232600590764,10.9973835557967,30,skeleton,1.0000,0.3333,1.0000
1912,المهدية,ملولش,Mahdia,Melloulech,3359,TUN012009,Centre Est,35.1674523209509,11.0342879171851,19,skeleton,1.0000,0.4545,1.0000
1913,المهدية,هبيرة,Mahdia,Hebira,3355,TUN012006,Centre Est,35.1653772310452,10.2331803741098,12,skeleton,1.0000,0.5556,1.0000
0401,منوبة,البطان,Mannouba,El Battane,1458,TUN025004,Nord Est,36.7958967631103,9.73798416211797,15,skeleton,1.0000,0.7143,1.0000
0402,منوبة,الجديدة,Mannouba,Djedeida,1456,TUN025002,Nord Est,36.8507748981738,9.93572343955214,34,skeleton,1.0000,0.6000,1.0000
0403,منوبة,المرناقية,Mannouba,Mornaguia,1454,TUN025006,Nord Est,36.7575006527502,10.0152377656529,32,skeleton,1.0000,0.5000,1.0000
0404,منوبة,برج العامري,Mannouba,Borj Amri,1455,TUN025001,Nord Est,36.727860127206,9.82965746439058,18,skeleton,1.0000,0.5556,1.0000
0405,منوبة,دوار هيشر,Mannouba,Douar Hicher,1452,TUN025003,Nord Est,36.8242904044357,10.0948954148561,51,skeleton,1.0000,0.6364,1.0000
0406,منوبة,طبربة,Mannouba,Tebourba,1457,TUN025008,Nord Est,36.8319073206268,9.83812361837948,34,skeleton,0.8889,0.4444,
0407,منوبة,منوبة,Mannouba,Mannouba,1451,TUN025005,Nord Est,36.806894868088,10.0866937536226,52,skeleton,1.0000,0.5000,1.0000
0408,منوبة,وادي الليل,Mannouba,Oued Ellil,1453,TUN025007,Nord Est,36.8401513758151,10.0397242481703,48,skeleton,1.0000,0.6000,1.0000
2301,مدنين,بنقردان,Medenine,Ben Guerdane,5254,TUN013001,Sud Est,33.1403580125653,11.217000561645,70,skeleton,1.0000,0.2727,1.0000
2302,مدنين,بني خداش,Medenine,Beni Khedech,5253,TUN013002,Sud Est,33.251374,10.199604,40,skeleton,1.0000,0.2727,1.0000
2303,مدنين,جربة أجيم,Medenine,Djerba Ajim,5258,TUN013003,Sud Est,33.7294139259302,10.7581680786595,25,skeleton,1.0000,0.3333,0.6667
2304,مدنين,جربة حومة السوق,Medenine,Djerba Houmet Souk,5256,TUN013004,Sud Est,33.876668,10.857715,62,skeleton,0.9474,0.3759,0.7778
2305,مدنين,جربة ميدون,Medenine,Djerba Midoun,5257,TUN013005,Sud Est,33.7435729582705,10.9198066449476,55,skeleton,1.0000,0.3333,0.7692
2306,مدنين,جرجيس,Medenine,Zarzis,5255,TUN013009,Sud Est,33.5048670056365,11.1058979500037,81,manual,1.0000,,1.0000
2307,مدنين,سيدي مخلوف,Medenine,Sidi Makhloulf,5259,TUN013008,Sud Est,33.5059301511192,10.4798143842559,31,skeleton,0.9333,0.6476,0.9333
2308,مدنين,مدنين الجنوبية,Medenine,Medenine Sud,5252,TUN013007,Sud Est,33.3431296638086,10.4937865091156,62,skeleton,1.0000,0.5714,1.0000
2309,مدنين,مدنين الشمالية,Medenine,Medenine Nord,5251,TUN013006,Sud Est,33.3467171016568,10.4887980008468,50,skeleton,1.0000,0.5385,1.0000
2001,المنستير,البقالطة,Monastir,Bekalta,3259,TUN014001,Centre Est,35.6195053129999,10.9937058017188,15,skeleton,1.0000,0.5000,1.0000
2002,المنستير,الساحلين,Monastir,Sahline,3253,TUN014010,Centre Est,35.75,10.71,21,skeleton,1.0000,0.3333,1.0000
2003,المنستير,المكنين,Monastir,Moknine,3258,TUN014007,Centre Est,35.6291571362094,10.8995551460143,81,skeleton,1.0000,0.5000,1.0000
2004,المنستير,المنستير,Monastir,Monastir,3251,TUN014008,Centre Est,35.7732238521516,10.832591925042,77,skeleton,1.0000,0.5000,1.0000
2005,المنستير,الوردانين,Monastir,Ouerdanine,3252,TUN014009,Centre Est,35.708893,10.678494,18,skeleton,1.0000,0.3333,1.0000
2006,المنستير,بنبلة,Monastir,Bembla,3257,TUN014002,Centre Est,35.6957293947799,10.7931994766716,25,skeleton,0.7500,0.2500,0.7500
2007,المنستير,بني حسان,Monastir,Beni Hassen,3255,TUN014003,Centre Est,35.567307,10.808129,11,skeleton,1.0000,0.6000,1.0000
2008,المنستير,جمال,Monastir,Jammel,3256,TUN014004,Centre Est,35.6245572209159,10.7586081388034,50,skeleton,1.0000,0.4286,1.0000
2009,المنستير,زرمدين,Monastir,Zermadine,3254,TUN014013,Centre Est,35.5736062221467,10.7323337781867,25,skeleton,1.0000,0.3333,1.0000
2010,المنستير,صيادة - لمطة - بوحجر,Monastir,Sayada-Lamta Bou-Hjar,3263,TUN014011,Centre Est,35.6708121890023,10.8757745547852,23,skeleton,1.0000,0.6000,0.6667
2011,المنستير,طبلبة,Monastir,Teboulba,3260,TUN014012,Centre Est,35.6419874123447,10.9656835176345,27,skeleton,0.8889,0.3889,0.8889
2012,المنستير,قصر هلال,Monastir,Ksar Helal,3261,TUN014005,Centre Est,35.6444361807978,10.8891169004473,41,skeleton,1.0000,0.3333,1.0000
2013,المنستير,قصيبة المديوني,Monastir,Ksibet El Mediouni,3262,TUN014006,Centre Est,35.6868200266063,10.8422631248666,27,skeleton,0.9333,0.4333,0.9412
1001,نابل,الحمامات,Nabeul,Hammamet,1566,TUN015009,Nord Est,36.4055692330087,10.612743792791,77,skeleton,1.0000,0.4286,1.0000
1002,نابل,الميدة,Nabeul,El Mida,1556,TUN015006,Nord Est,36.7261444990245,10.8353968501018,24,skeleton,1.0000,0.6000,1.0000
1003,نابل,الهوارية,Nabeul,El Haouaria,1559,TUN015005,Nord Est,37.050188274086,11.0121552196301,38,skeleton,1.0000,0.5556,1.0000
1004,نابل,بني خلاد,Nabeul,Beni Khalled,1563,TUN015001,Nord Est,36.6496137822061,10.5916925981674,32,skeleton,1.0000,0.3333,1.0000
1005,نابل,بني خيار,Nabeul,Beni Khiar,1553,TUN015002,Nord Est,36.463940426163,10.7829219430725,33,skeleton,1.0000,0.3333,1.0000
1006,نابل,بوعرقوب,Nabeul,Bou Argoub,1565,TUN015003,Nord Est,36.5305220996837,10.5524184109618,28,skeleton,1.0000,0.5556,1.0000
1007,نابل,تاكلسة,Nabeul,Takelsa,1560,TUN015016,Nord Est,36.7935032325283,10.6259469655728,21,skeleton,1.0000,0.4286,1.0000
1008,نابل,حمام الغزاز,Nabeul,Hammam El Guezaz,1558,TUN015008,Nord Est,36.8759888890026,11.1084896360594,15,skeleton,0.7500,0.1786,0.7500
1009,نابل,دار شعبان الفهري,Nabeul,Dar Chaabane El Fehri,1552,TUN015004,Nord Est,36.4657510563857,10.7483082963228,43,skeleton,1.0000,0.5000,0.8000
1010,نابل,سليمان,Nabeul,Soliman,1561,TUN015015,Nord Est,36.693775513182,10.4922186704527,41,skeleton,1.0000,0.6000,1.0000
1011,نابل,قربة,Nabeul,Korba,1554,TUN015011,Nord Est,36.5751538196369,10.8589507564242,55,skeleton,1.0000,0.2500,1.0000
